"location","source","target"
"strings_to_translate.php:36","Não é um formato válido. ex: Annnn(AAA)","Não é um formato válido. ex: Annnn(AAA)"
"strings_to_translate.php:37 strings_to_translate.php:38 strings_to_translate.php:39 strings_to_translate.php:49","Não é um formato válido. ex: nnnn","Não é um formato válido. ex: nnnn"
"strings_to_translate.php:40 strings_to_translate.php:41 strings_to_translate.php:42 strings_to_translate.php:44 strings_to_translate.php:46 strings_to_translate.php:47","Não é um formato válido. ex: nnnnn","Não é um formato válido. ex: nnnnn"
"strings_to_translate.php:43","Não é um formato válido. ex: FInnnnn","Não é um formato válido. ex: FInnnnn"
"strings_to_translate.php:45","Não é um formato válido. ex: AA(AA) nAA","Não é um formato válido. ex: AA(AA) nAA"
"strings_to_translate.php:48","Não é um formato válido. ex: nnnn AA","Não é um formato válido. ex: nnnn AA"
"strings_to_translate.php:50","Não é um formato válido. ex: nnnn(-nnn)","Não é um formato válido. ex: nnnn(-nnn)"
"strings_to_translate.php:51","Não é um formato válido. ex: SEnnn nn","Não é um formato válido. ex: SEnnn nn"
"strings_to_translate.php:52","Não é um formato válido. ex: nnnnn-nnnn","Não é um formato válido. ex: nnnnn-nnnn"
"strings_to_translate.php:56","Sozinho (eu sei o que quero e o que é bom para mim)","Sozinho (sei o que quero e o que parece bom)"
"strings_to_translate.php:57","Com amigos (eles são sempre honestos comigo!)","Com amigos (eles me dizem a verdade!)"
"strings_to_translate.php:58","Online (rápido e eficiente)","Online (rápido e indolor)"
"strings_to_translate.php:59","É outra pessoa que normalmente compras as coisas para mim (eu não tenho tempo nem interesse)","Geralmente outra pessoa compra coisas para mim (não tenho tempo ou interesse)"
"strings_to_translate.php:60","Nenhuma das respostas anteriores","Nenhuma das respostas anteriores"
"strings_to_translate.php:64","Banca/Finanças/Seguros","Banca/Finanças/Seguros"
"strings_to_translate.php:65","Antiguidades","Antiguidades"
"strings_to_translate.php:66","Arte/Exposições/Museus","Arte/Exposições/Museus"
"strings_to_translate.php:67","Conferências","Conferências"
"strings_to_translate.php:68","Cozinhar","Cozinhar"
"strings_to_translate.php:69","Gastronomia","Gastronomia"
"strings_to_translate.php:70","Animação online/3D","Animação online/3D"
"strings_to_translate.php:71","Decoração","Decoração"
"strings_to_translate.php:72","Bricolage","Bricolagem"
"strings_to_translate.php:73","Design","Design"
"strings_to_translate.php:74","Desenho/Artes plásticas","Desenho/Artes plásticas"
"strings_to_translate.php:75","Pesca","Pesca"
"strings_to_translate.php:76","Caça","Caça"
"strings_to_translate.php:77","Jogo/Poker/Casino","Jogo/Pôquer/Casino"
"strings_to_translate.php:78","Artesanato","Artesanato"
"strings_to_translate.php:79","Internet","Internet"
"strings_to_translate.php:80","Bebidas","Bebidas"
"strings_to_translate.php:81","Tocar música","Tocar música"
"strings_to_translate.php:82","Vinhos","Vinhos"
"strings_to_translate.php:83","Fotografia","Fotografia"
"strings_to_translate.php:84","Vídeo","Vídeo"
"strings_to_translate.php:85","Teatro","Teatro"
"strings_to_translate.php:86","Cinema","Cinema"
"strings_to_translate.php:87","Vídeojogos","Videogames"
"strings_to_translate.php:88","Computadores","Computadores"
"strings_to_translate.php:89","Ler revistas","Ler revistas"
"strings_to_translate.php:90","Fazer compras","Fazer compras"
"strings_to_translate.php:91","Jogar na bolsa","Jogar na bolsa"
"strings_to_translate.php:92","Viajar","Viajar"
"strings_to_translate.php:93","Escrever","Escrever"
"strings_to_translate.php:94","Automóveis ","Automóveis "
"strings_to_translate.php:95","Motociclismo","Motociclismo"
"strings_to_translate.php:96","Vida saudável/Nutrição","Vida saudável/Nutrição"
"strings_to_translate.php:97","Campismo","Campismo"
"strings_to_translate.php:98","Ópera","Ópera"
"strings_to_translate.php:99","Cosmética/Beleza","Cosmética/Beleza"
"strings_to_translate.php:100","Férias/Viagens","Férias/Viagens"
"strings_to_translate.php:101","Jardinagem","Jardinagem"
"strings_to_translate.php:102","Limpeza","Limpeza"
"strings_to_translate.php:103","Literatura/Livros","Literatura/Livros"
"strings_to_translate.php:104","Moda/Roupa/Acessórios","Moda/Roupa/Acessórios"
"strings_to_translate.php:105","Montanhismo","Montanhismo"
"strings_to_translate.php:106","Música/Concertos","Música/Concertos"
"strings_to_translate.php:107","Negócios","Negócios"
"strings_to_translate.php:111","Eu adoro ter e experimentar produtos novos, e estou sempre à procura deles.","Eu curto ter e experimentar produtos novos e estou sempre à procura deles."
"strings_to_translate.php:112","Eu compro produtos novos, se vir neles conveniência","Eu compro produtos novos, se vir conveniência neles"
"strings_to_translate.php:113","Se os meus amigos me recomendarem um produto novo, normalmente compro.","Se meus amigos me recomendarem um produto novo, geralmente compro."
"strings_to_translate.php:114","Apenas compro e experimento produtos novos de vez em quando.","Somente compro e experimento produtos novos de vez em quando."
"strings_to_translate.php:118","Ator","Ator"
"strings_to_translate.php:119","Administrativo","Administrativo"
"strings_to_translate.php:120","Advogado","Advogado"
"strings_to_translate.php:121","Agente de Segurança","Agente de Segurança"
"strings_to_translate.php:122","Agricultor","Agricultor"
"strings_to_translate.php:123","Analista","Analista"
"strings_to_translate.php:124","Antropólogo","Antropólogo"
"strings_to_translate.php:125","Arqueólogo","Arqueólogo"
"strings_to_translate.php:126","Arquiteto","Arquiteto"
"strings_to_translate.php:127","Artista","Artista"
"strings_to_translate.php:128","Auditor","Auditor"
"strings_to_translate.php:129","Bancário","Bancário"
"strings_to_translate.php:130","Barbeiro","Barbeiro"
"strings_to_translate.php:131","Biólogo","Biólogo"
"strings_to_translate.php:132","Bombeiro","Bombeiro"
"strings_to_translate.php:133","Cabeleireiro","Cabeleireiro"
"strings_to_translate.php:134","Canalizador","Encanador"
"strings_to_translate.php:135","Carpinteiro","Carpinteiro"
"strings_to_translate.php:136","Cientista","Cientista"
"strings_to_translate.php:137","Comerciante","Comerciante"
"strings_to_translate.php:138","Comunicação","Comunicação"
"strings_to_translate.php:139","Construtor Civil","Construtor"
"strings_to_translate.php:140","Consultor","Consultor"
"strings_to_translate.php:141","Contabilista","Contabilista"
"strings_to_translate.php:142","Cozinheiro","Cozinheiro"
"strings_to_translate.php:143","Dançarino","Dançarino"
"strings_to_translate.php:144","Decorador","Decorador"
"strings_to_translate.php:145","Dentista","Dentista"
"strings_to_translate.php:146","Designer Gráfico","Designer Gráfico"
"strings_to_translate.php:147","Designer de Moda","Designer de Moda"
"strings_to_translate.php:148","Desportista","Atleta"
"strings_to_translate.php:149","Dietista","Dietista"
"strings_to_translate.php:150","Doméstico","Doméstico"
"strings_to_translate.php:151","Economista","Economista"
"strings_to_translate.php:152","Educador de Infância","Educador Infantil"
"strings_to_translate.php:153","Eletricista","Eletricista"
"strings_to_translate.php:154","Empregado de Bar","Barman"
"strings_to_translate.php:155","Empregado de Loja","Empregado de balcão"
"strings_to_translate.php:156","Empregado de Mesa","Garçom"
"strings_to_translate.php:157","Enfermeiro","Enfermeiro"
"strings_to_translate.php:158","Engenheiro","Engenheiro"
"strings_to_translate.php:159","Escritor","Escritor"
"strings_to_translate.php:160","Escultor","Escultor"
"strings_to_translate.php:161","Estudante","Estudante"
"strings_to_translate.php:162","Farmacêutico","Farmacêutico"
"strings_to_translate.php:163","Físico","Físico"
"strings_to_translate.php:164","Fisioterapeuta","Fisioterapeuta"
"strings_to_translate.php:165","Fotógrafo","Fotógrafo"
"strings_to_translate.php:166","Funcionário Público","Servidor público"
"strings_to_translate.php:167","Geólogo","Geólogo"
"strings_to_translate.php:168","Gestor","Gerente"
"strings_to_translate.php:169","Governanta","Governanta"
"strings_to_translate.php:170","Historiador","Historiador"
"strings_to_translate.php:171","Informático","Técnico de computadores"
"strings_to_translate.php:172","Jardineiro","Jardineiro"
"strings_to_translate.php:173","Jornalista","Jornalista"
"strings_to_translate.php:174","Juiz","Juiz"
"strings_to_translate.php:175","Marinheiro","Marinheiro"
"strings_to_translate.php:176","Marketeer","Marketeiro"
"strings_to_translate.php:177","Massagista","Massagista"
"strings_to_translate.php:178","Matemático","Matemático"
"strings_to_translate.php:179","Mecânico","Mecânico"
"strings_to_translate.php:180","Médico","Médico"
"strings_to_translate.php:181","Militar","Militar"
"strings_to_translate.php:182","Mineiro","Mineiro"
"strings_to_translate.php:183","Modelo","Modelo"
"strings_to_translate.php:184","Motorista","Motorista"
"strings_to_translate.php:185","Músico","Músico"
"strings_to_translate.php:186","Nutricionista","Nutricionista"
"strings_to_translate.php:187","Operário","Operário"
"strings_to_translate.php:188","Ótico","Oftalmologista"
"strings_to_translate.php:189","Paisagista","Paisagista"
"strings_to_translate.php:190","Pasteleiro","Pasteleiro"
"strings_to_translate.php:191","Pescador","Pescador"
"strings_to_translate.php:192","Pintor","Pintor"
"strings_to_translate.php:193","Polícia","Policial"
"strings_to_translate.php:194","Professor","Professor"
"strings_to_translate.php:195","Professor de Fitness","Profissional de educação física"
"strings_to_translate.php:196","Programador","Programador"
"strings_to_translate.php:197","Psicólogo","Psicólogo"
"strings_to_translate.php:198","Publicitário","Publicitário"
"strings_to_translate.php:199","Químico","Químico"
"strings_to_translate.php:200","Rececionista","Recepcionista"
"strings_to_translate.php:201","Soldador","Soldador"
"strings_to_translate.php:202","Talhante","Açougueiro"
"strings_to_translate.php:203","Taxista","Taxista"
"strings_to_translate.php:204","Técnico de Saúde","Técnico em Saúde"
"strings_to_translate.php:205","Trabalhador da Construção Civil","Trabalhador da construção"
"strings_to_translate.php:206","Trabalho Social","Trabalho Social"
"strings_to_translate.php:207","Turismo","Turismo"
"strings_to_translate.php:208","Urbanista","Urbanista"
"strings_to_translate.php:209","Vendedor","Vendedor"
"strings_to_translate.php:210","Veterinário","Veterinário"
"strings_to_translate.php:211","Vigilante","Vigilante"
"strings_to_translate.php:215","Normalmente faço as coisas sozinho. Assim posso fazer o que quero.","Geralmente faço as coisas sozinho. Desse jeito posso fazer o que quero."
"strings_to_translate.php:216","Se os meus amigos tomarem as decisões, normalmente eu participo sempre","Se meus amigos tomarem as decisões, geralmente eu sempre participo"
"strings_to_translate.php:217","Quase sempre decidimos em conjunto o que fazer.","Quase sempre decidimos juntos o que fazer."
"strings_to_translate.php:218","Eu sugiro frequentemente o que devemos fazer e convenço os meus amigos.","Eu sugiro frequentemente o que nós devemos fazer e convenço meus amigos."
"strings_to_translate.php:219","Eu planeio na maior parte das vezes o que fazemos.","Eu planejo na maioria das vezes o que nós fazemos."
"strings_to_translate.php:223","Facebook","Facebook"
"strings_to_translate.php:224","Twitter","Twitter"
"strings_to_translate.php:225","Google +","Google +"
"strings_to_translate.php:226","Myspace","Myspace"
"strings_to_translate.php:227","Orkut","Orkut"
"strings_to_translate.php:228","MSN","MSN"
"strings_to_translate.php:229","LinkedIn","LinkedIn"
"strings_to_translate.php:230","Hi5","Hi5"
"strings_to_translate.php:231","Flickr","Flickr"
"strings_to_translate.php:232","Pinterest","Pinterest"
"strings_to_translate.php:233","Netlog","Netlog"
"strings_to_translate.php:234","Foursquare","Foursquare"
"strings_to_translate.php:235","Bebo","Bebo"
"strings_to_translate.php:236","Istagr.am","Istagr.am"
"strings_to_translate.php:240 strings_to_translate.php:241 strings_to_translate.php:242","Com que frequência usas as seguintes tecnologias?","Quão frequentemente você usa as tecnologias seguintes"
"strings_to_translate.php:246 strings_to_translate.php:266 strings_to_translate.php:286 strings_to_translate.php:306 strings_to_translate.php:326 strings_to_translate.php:346 strings_to_translate.php:366","flags",""
"strings_to_translate.php:247 strings_to_translate.php:267 strings_to_translate.php:287 strings_to_translate.php:307 strings_to_translate.php:327 strings_to_translate.php:347 strings_to_translate.php:367","Condições de utilização","Termos e condições de uso do site"
"strings_to_translate.php:248 strings_to_translate.php:268 strings_to_translate.php:288 strings_to_translate.php:308 strings_to_translate.php:328 strings_to_translate.php:348 strings_to_translate.php:368","Entrada","Entrada"
"strings_to_translate.php:249 strings_to_translate.php:269 strings_to_translate.php:289 strings_to_translate.php:309 strings_to_translate.php:329 strings_to_translate.php:349 strings_to_translate.php:369","Wom no Mundo","WOM no mundo"
"strings_to_translate.php:250 strings_to_translate.php:270 strings_to_translate.php:290 strings_to_translate.php:310 strings_to_translate.php:330 strings_to_translate.php:350 strings_to_translate.php:370","Para empresas","Para empresas"
"strings_to_translate.php:251 strings_to_translate.php:271 strings_to_translate.php:291 strings_to_translate.php:311 strings_to_translate.php:331 strings_to_translate.php:351 strings_to_translate.php:371","Para embaixadores","Para embaixadores"
"strings_to_translate.php:252 strings_to_translate.php:272 strings_to_translate.php:292 strings_to_translate.php:312 strings_to_translate.php:332 strings_to_translate.php:352 strings_to_translate.php:372","Contacta-nos","Nos contate"
"strings_to_translate.php:253 strings_to_translate.php:273 strings_to_translate.php:293 strings_to_translate.php:313 strings_to_translate.php:333 strings_to_translate.php:353 strings_to_translate.php:373","Política de privacidade","Política de Privacidade"
"strings_to_translate.php:254 strings_to_translate.php:274 strings_to_translate.php:294 strings_to_translate.php:314 strings_to_translate.php:334 strings_to_translate.php:354 strings_to_translate.php:374","Registo","Registro"
"strings_to_translate.php:255 strings_to_translate.php:275 strings_to_translate.php:295 strings_to_translate.php:315 strings_to_translate.php:335 strings_to_translate.php:355 strings_to_translate.php:375","Recuperar Pass","Recuperar senha"
"strings_to_translate.php:256 strings_to_translate.php:276 strings_to_translate.php:296 strings_to_translate.php:316 strings_to_translate.php:336 strings_to_translate.php:356 strings_to_translate.php:376","Questionários","Questionários"
"strings_to_translate.php:257 strings_to_translate.php:277 strings_to_translate.php:297 strings_to_translate.php:317 strings_to_translate.php:337 strings_to_translate.php:357 strings_to_translate.php:377","Questionario Mostra",""
"strings_to_translate.php:258 strings_to_translate.php:278 strings_to_translate.php:298 strings_to_translate.php:318 strings_to_translate.php:338 strings_to_translate.php:358 strings_to_translate.php:378","O meu perfil","Meu perfil"
"strings_to_translate.php:259 strings_to_translate.php:279 strings_to_translate.php:299 strings_to_translate.php:319 strings_to_translate.php:339 strings_to_translate.php:359 strings_to_translate.php:379","Confirmação","Confirmação"
"strings_to_translate.php:260 strings_to_translate.php:280 strings_to_translate.php:300 strings_to_translate.php:320 strings_to_translate.php:340 strings_to_translate.php:360 strings_to_translate.php:380","Campanhas","Campanhas"
"strings_to_translate.php:261 strings_to_translate.php:281 strings_to_translate.php:301 strings_to_translate.php:321 strings_to_translate.php:341 strings_to_translate.php:361 strings_to_translate.php:381","Informação","Informação"
"strings_to_translate.php:262 strings_to_translate.php:282 strings_to_translate.php:302 strings_to_translate.php:322 strings_to_translate.php:342 strings_to_translate.php:362 strings_to_translate.php:382","site_entrance","site_entrance"
"strings_to_translate.php:263 strings_to_translate.php:283 strings_to_translate.php:303 strings_to_translate.php:323 strings_to_translate.php:343 strings_to_translate.php:363 strings_to_translate.php:383","Nova Password","Nova senha"
"strings_to_translate.php:264 strings_to_translate.php:284 strings_to_translate.php:304 strings_to_translate.php:324 strings_to_translate.php:344 strings_to_translate.php:364 strings_to_translate.php:384","Confirmação Password","Confirmação senha"
"strings_to_translate.php:265 strings_to_translate.php:285 strings_to_translate.php:305 strings_to_translate.php:325 strings_to_translate.php:345 strings_to_translate.php:365 strings_to_translate.php:385","fake_page","fake_page"
"strings_to_translate.php:389","Feminino","Feminino"
"strings_to_translate.php:390","Masculino","Masculino"
"strings_to_translate.php:394","Solteiro","Solteiro"
"strings_to_translate.php:395","Casado","Casado"
"strings_to_translate.php:396","Divorciado","Divorciado"
"strings_to_translate.php:397","Viuvo","Viúvo"
"strings_to_translate.php:401","Primária","Ensino Fundamental - Inicial"
"strings_to_translate.php:402","Preparatória","Ensino Fundamental - Final"
"strings_to_translate.php:403","Secundário","Ensino Médio"
"strings_to_translate.php:404","Licenciatura","Ensino Superior"
"strings_to_translate.php:405","Mestrado","Mestrado"
"strings_to_translate.php:406","Doutoramento","Doutorado"
"strings_to_translate.php:410","Sim","Sim"
"strings_to_translate.php:411","Não","Não"
"controllers/ambassadors.controller.php:102","Bem-vindo","Bem-vindo"
"controllers/ambassadors.controller.php:155 controllers/ambassadors.controller.php:201","É necessário um endereço de e-mail válido.","É preciso um endereço de email válido."
"controllers/ambassadors.controller.php:229","O endereço fornecido já existe.","O endereço fornecido já existe."
"controllers/ambassadors.controller.php:268","Lamentamos mas ocorreu um erro ao efectuar o seu pré-registo. Foi-nos impossível guardá-lo.","Lamentamos o sucedido, mas houve um erro durante o pré-registro. Não foi possível guardar."
"controllers/ambassadors.controller.php:282","Lamentamos mas ocorreu um erro ao efectuar o pré-registo. Foi-nos impossível guardar o endereço de mail fornecido.","Lamentamos o sucedido, mas houve um erro durante o pré-registro. Não foi possível salvar o endereço de email fornecido."
"controllers/ambassadors.controller.php:321","Lamentamos mas ocorreu um erro ao enviar o mail para o endereço fornecido.","Lamentamos o sucedido, mas houve um erro no envio do email para o endereço fornecido."
"controllers/ambassadors.controller.php:333","<p>5 - Parabéns. O teu registo foi efectuado.</p>
						<p class=""texto5"">Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!</p>",""
"controllers/ambassadors.controller.php:344","Lamentamos imenso mas uma situação imprevista inviabilizou a acção de pre-registo.","Lamentamos o sucedido, mas uma situação imprevista não permitiu a ação de pré-registro."
"controllers/ambassadors.controller.php:367 controllers/ambassadors.controller.php:377","Ups! Algo correu mal!","Opa! algo correu mal!"
"controllers/ambassadors.controller.php:451","Não foi possível confirmar o registo.","Não foi possível confirmar o registro."
"controllers/ambassadors.controller.php:460","O registo já se encontra confirmado.","O registro já está confirmado."
"controllers/ambassadors.controller.php:509","<p>Parabéns.</p>O teu registo foi um sucesso. Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!",""
"controllers/ambassadors.controller.php:512","Ocorreu um erro ao efectuar o teu registo.","Ocorreu um erro ao efectuar o seu registo."
"controllers/content.controller.php:386","Community","Comunidade"
"controllers/content.controller.php:424","Sobre nós","Sobre nós"
"controllers/content.controller.php:455 controllers/content.controller.php:482 controllers/content.controller.php:522","Suporte","Suporte"
"controllers/content.controller.php:542","Junta-te a nós","Junte-se a nós"
"controllers/dashboard.controller.php:19","Dados Demográficos","Dados Demográficos"
"controllers/dashboard.controller.php:22","Género","Gênero"
"controllers/dashboard.controller.php:25","Idade","Idade"
"controllers/dashboard.controller.php:29","Escolaridade","Escolaridade"
"controllers/default.controller.php:368","Lamentamos imenso o sucedido mas uma situação imprevista inviabilizou a satisfação do pedido com sucesso","Lamentamos o sucedido, mas uma situação imprevista não permitiu satisfazer o pedido com sucesso"
"controllers/registration.controller.beta.php:49 controllers/registration.controller.php:373","Existem erros de preenchimento que devem ser corrigidos para poder continuar.","Existem erros de preenchimento que precisam ser corrigidos para poder continuar."
"controllers/registration.controller.beta.php:54 controllers/registration.controller.php:378","A introdução do nome é obrigatória.","A introdução do nome é obrigatória."
"controllers/registration.controller.beta.php:60 controllers/registration.controller.php:384","A introdução do apelido é obrigatória.","A introdução do sobrenome é obrigatória."
"controllers/registration.controller.beta.php:66 controllers/registration.controller.php:390 controllers/registration.controller.php:466 controllers/registration.controller.php:501 controllers/registration.controller.php:536 controllers/registration.controller.php:557 controllers/registration.controller.php:564 controllers/registration.controller.php:620 controllers/registration.controller.php:626 controllers/registration.controller.php:660","Tem de introduzir um email válido.","Você precisa introduzir um email válido."
"controllers/registration.controller.beta.php:72 controllers/registration.controller.php:396","A password tem de ter no mínimo 6 caracteres","A senha precisa ter no mínimo 6 carateres."
"controllers/registration.controller.beta.php:78 controllers/registration.controller.php:402","A password não pode ser ""olamaria""","A senha não pode ser ""olamaria"""
"controllers/registration.controller.beta.php:84 controllers/registration.controller.php:408","Erro na confirmação de email.","Erro na confirmação do email."
"controllers/registration.controller.beta.php:85 controllers/registration.controller.php:409","Este email está incorreto.","Esse email está incorreto."
"controllers/registration.controller.beta.php:90 controllers/registration.controller.php:414","Erro na confirmação da password.","Erro na confirmação da senha."
"controllers/registration.controller.beta.php:96 controllers/registration.controller.php:420","Necessita aceitar os termos","Você precisa aceitar os termos"
"controllers/registration.controller.beta.php:106 controllers/registration.controller.php:430","Este email já existe no sistema.","Esse email já existe no sistema."
"controllers/registration.controller.beta.php:119 controllers/registration.controller.php:443","Código errado.","Código errado."
"controllers/registration.controller.beta.php:230","Erro ao forçar autenticação.",""
"controllers/registration.controller.beta.php:564","Ocorreu um erro ao guardar o seu registo","Ocorreu um erro ao guardar o seu registo"
"controllers/registration.controller.beta.php:780 controllers/registration.controller.php:864 controllers/registration.controller.php:894","Olá","Olá"
"controllers/registration.controller.beta.php:781 controllers/registration.controller.php:865 controllers/registration.controller.php:895","Estás apenas a um passo de completar o processo de registo.","Você está a um passo somente de completar o processo de registro."
"controllers/registration.controller.beta.php:782 controllers/registration.controller.php:866 controllers/registration.controller.php:896","Para terminar clica no link seguinte para confirmares a criação da tua conta:","Para terminar, por favor clique no link seguinte para confirmar a criação de sua conta:"
"controllers/registration.controller.beta.php:783 controllers/registration.controller.php:867 controllers/registration.controller.php:897","Link de activação","Link de activação"
"controllers/registration.controller.beta.php:784 controllers/registration.controller.php:868 controllers/registration.controller.php:898","Aproveita e activa este e-mail como &ldquo;Safe/Not junk&rdquo; para que possas continuar a receber e-mails nossos e a participar nas campanhas e estudos que temos para ti.","Aproveite e ative esse email como &ldquo;Safe/Not junk&rdquo; para poder continuar recebendo nossos emails e participando das Campanhas e Estudos que temos para você."
"controllers/registration.controller.beta.php:785 controllers/registration.controller.php:869 controllers/registration.controller.php:899","Obrigado","Obrigado"
"controllers/registration.controller.beta.php:886 controllers/registration.controller.php:915","Obrigado pelo tempo que dispensaste para aderir à comunidade %s.","Obrigado pelo tempo que você dedicou para aderir à comunidade %s. "
"controllers/registration.controller.beta.php:888 controllers/registration.controller.php:917","Obrigado pelo tempo que dispensaste para aderir à comunidade.","Obrigado pelo tempo que você dedicou para aderir à comunidade."
"controllers/registration.controller.php:57","TODO",""
"controllers/registration.controller.php:113 controllers/registration.controller.php:125 controllers/registration.controller.php:177 controllers/registration.controller.php:192 controllers/registration.controller.php:327","Parabéns","Parabéns"
"controllers/registration.controller.php:114 controllers/registration.controller.php:126 controllers/registration.controller.php:329","Registo bem sucedido","Registro bem sucedido."
"controllers/registration.controller.php:178 controllers/registration.controller.php:193","Pré-registo bem sucedido","Pré-registro com sucesso"
"controllers/registration.controller.php:330","Verifica o teu email e clica no link enviado.","Verifique seu email agora e clique clique no link que lhe enviámos!"
"controllers/registration.controller.php:645","Invalide code",""
"controllers/registration.controller.php:649","Invalid ambassadorTO",""
"controllers/survey.controller.php:158","Achas que és um principiante","Você acha que é um principiante"
"controllers/survey.controller.php:159","Um bom conselheiro","Um bom conselheiro"
"controllers/survey.controller.php:160","Um ótimo conselheiro","Um ótimo conselheiro"
"controllers/survey.controller.php:161","Um especialista","Um especialista"
"controllers/survey.controller.php:165","Diariamente","Diariamente"
"controllers/survey.controller.php:166","3 Vezes por semana","3 Vezes por semana"
"controllers/survey.controller.php:167","2 Vezes por semana","2 Vezes por semana"
"controllers/survey.controller.php:168","1 Vez por semana","1 Vez por semana"
"controllers/survey.controller.php:169","2 Vezes por mês","2 Vezes por mês"
"controllers/survey.controller.php:170","1 Vez por mês","1 Vez por mês"
"controllers/survey.controller.php:171","4 Vezes por ano","4 Vezes por ano"
"controllers/survey.controller.php:172","2 Vezes por ano","2 Vezes por ano"
"controllers/survey.controller.php:173","1 Vez por ano","1 Vez por ano"
"controllers/survey.controller.php:174","Não pratico","Não pratico"
"controllers/tellafriend.controller.php:73","Por favor insere o email com que te registaste na nossa comunidade.","Por favor insira o email que você usou para se registrar em nossa comunidade."
"controllers/tellafriend.controller.php:74","Ao fazê-lo poderás ganhar pontos para a tua conta, por cada amigo teu que se registe.","Desse jeito, você poderá ganhar pontos para sua conta, por cada amigo seu que se registre."
"controllers/tellafriend.controller.php:75","Quanto mais pontos tiveres mais probabilidades tens de ser seleccionado para as campanhas que realmente te interessam.","Quantos mais pontos você tiver, mais chances haverá de ser selecionado para as campanhas que realmente lhe interessam."
"controllers/tellafriend.controller.php:76","Atenção: para ganhares os pontos terás que ter a tua conta registada.","Atenção: para ganhar os pontos, você precisa ter sua conta registrada."
"controllers/tellafriend.controller.php:121","Configura a tua mensagem","Configure sua mensagem:"
"controllers/tellafriend.controller.php:129","Tens de preencher pelo menos um endereço de email.","Tem de preencher pelo menos um endereço de email."
"controllers/tellafriend.controller.php:178","Foi enviado um email para %s",""
"controllers/tellafriend.controller.php:251","Junta-te já","Se junte agora mesmo"
"controllers/tellafriend.controller.php:253 controllers/tellafriend.controller.php:264","Olá,","Oi,"
"controllers/tellafriend.controller.php:254 controllers/tellafriend.controller.php:265","Vê já este site que te vai interessar.","Veja agora esse site que vai interessar você. "
"controllers/tellafriend.controller.php:255 controllers/tellafriend.controller.php:266","É uma comunidade onde podes experimentar produtos e serviços das tuas marcas preferidas gratuitamente.","Se chama Embaixadores.com e você pode experimentar grátis produtos e serviços de suas marcas favoritas."
"controllers/tellafriend.controller.php:256 controllers/tellafriend.controller.php:267","Eu já sou membro.","Eu já sou membro."
"controllers/tellafriend.controller.php:258 controllers/tellafriend.controller.php:269","Regista-te usando este link - %s - e ambos ganharemos pontos para a nossa conta.","Se registre usando esse link – %s – e nós dois iremos ganhar pontos para nossas contas."
"controllers/tellafriend.controller.php:260 controllers/tellafriend.controller.php:271","Quanto mais pontos tivermos mais probabilidades temos de ser seleccionados para as campanhas.","Quantos mais pontos nós tivermos, mais chances haverá de sermos selecionados para as campanhas."
