"location","source","target"
"strings_to_translate.php:128","Auditor","Auditor"
"strings_to_translate.php:129","Bancário","Bancario"
"strings_to_translate.php:130","Barbeiro","Barbero"
"strings_to_translate.php:131","Biólogo","Biólogo"
"strings_to_translate.php:132","Bombeiro","Bombero"
"strings_to_translate.php:133","Cabeleireiro","Peluquero"
"strings_to_translate.php:134","Canalizador","Fontanero"
"strings_to_translate.php:135","Carpinteiro","Carpintero"
"strings_to_translate.php:136","Cientista","Científico"
"strings_to_translate.php:137","Comerciante","Comerciante"
"strings_to_translate.php:138","Comunicação","Comunicación"
"strings_to_translate.php:139","Construtor Civil","Albañil"
"strings_to_translate.php:140","Consultor","Consultor"
"strings_to_translate.php:141","Contabilista","Contable"
"strings_to_translate.php:142","Cozinheiro","Cocinero"
"strings_to_translate.php:143","Dançarino","Bailarín"
"strings_to_translate.php:144","Decorador","Decorador"
"strings_to_translate.php:145","Dentista","Dentista"
"strings_to_translate.php:146","Designer Gráfico","Diseñador gráfico"
"strings_to_translate.php:147","Designer de Moda","Diseñador de moda"
"strings_to_translate.php:148","Desportista","Deportista"
"strings_to_translate.php:149","Dietista","Dietista"
"strings_to_translate.php:150","Doméstico","Ama de casa"
"strings_to_translate.php:151","Economista","Economista"
"strings_to_translate.php:152","Educador de Infância","Maestro de educación infantil"
"strings_to_translate.php:153","Eletricista","Electricista"
"strings_to_translate.php:154","Empregado de Bar","Barman"
"strings_to_translate.php:155","Empregado de Loja","Dependiente"
"strings_to_translate.php:156","Empregado de Mesa","Camarero"
"strings_to_translate.php:157","Enfermeiro","Enfermero"
"strings_to_translate.php:158","Engenheiro","Ingeniero"
"strings_to_translate.php:159","Escritor","Escritor"
"strings_to_translate.php:160","Escultor","Escultor"
"strings_to_translate.php:161","Estudante","Estudiante"
"strings_to_translate.php:162","Farmacêutico","Farmacéutico"
"strings_to_translate.php:163","Físico","Físico"
"strings_to_translate.php:164","Fisioterapeuta","Fisioterapeuta"
"strings_to_translate.php:165","Fotógrafo","Fotógrafo"
"strings_to_translate.php:166","Funcionário Público","Funcionario público"
"strings_to_translate.php:167","Geólogo","Geólogo"
"strings_to_translate.php:168","Gestor","Gerente"
"strings_to_translate.php:169","Governanta","Empleado doméstico"
"strings_to_translate.php:170","Historiador","Historiador"
"strings_to_translate.php:171","Informático","Informático"
"strings_to_translate.php:172","Jardineiro","Jardinero"
"strings_to_translate.php:173","Jornalista","Periodista"
"strings_to_translate.php:174","Juiz","Juez"
"strings_to_translate.php:175","Marinheiro","Marinero"
"strings_to_translate.php:176","Marketeer","Agente de marketing"
"strings_to_translate.php:177","Massagista","Masajista"
"strings_to_translate.php:178","Matemático","Matemático"
"strings_to_translate.php:179","Mecânico","Mecánico"
"strings_to_translate.php:180","Médico","Médico"
"strings_to_translate.php:181","Militar","Militar"
"strings_to_translate.php:182","Mineiro","Minero"
"strings_to_translate.php:183","Modelo","Modelo"
"strings_to_translate.php:184","Motorista","Conductor"
"strings_to_translate.php:185","Músico","Músico"
"strings_to_translate.php:186","Nutricionista","Nutricionista"
"strings_to_translate.php:187","Operário","Operario de fábrica"
"strings_to_translate.php:188","Ótico","Óptico"
"strings_to_translate.php:189","Paisagista","Paisajista"
"strings_to_translate.php:190","Pasteleiro","Pastelero"
"strings_to_translate.php:191","Pescador","Pescador"
"strings_to_translate.php:192","Pintor","Pintor"
"strings_to_translate.php:193","Polícia","Policía"
"strings_to_translate.php:194","Professor","Maestro"
"strings_to_translate.php:195","Professor de Fitness","Profesor de fitness"
"strings_to_translate.php:196","Programador","Programador"
"strings_to_translate.php:197","Psicólogo","Psicólogo"
"strings_to_translate.php:198","Publicitário","Publicista"
"strings_to_translate.php:199","Químico","Químico"
"strings_to_translate.php:200","Rececionista","Recepcionista"
"strings_to_translate.php:201","Soldador","Soldador"
"strings_to_translate.php:202","Talhante","Carnicero"
"strings_to_translate.php:203","Taxista","Taxista"
"strings_to_translate.php:204","Técnico de Saúde","Personal sanitario"
"strings_to_translate.php:205","Trabalhador da Construção Civil","Trabajador de la construcción"
"strings_to_translate.php:206","Trabalho Social","Asistente social"
"strings_to_translate.php:207","Turismo","Turismo"
"strings_to_translate.php:208","Urbanista","Urbanista"
"strings_to_translate.php:209","Vendedor","Vendedor"
"strings_to_translate.php:210","Veterinário","Veterinario"
"strings_to_translate.php:211","Vigilante","Vigilante"
"strings_to_translate.php:215","Normalmente faço as coisas sozinho. Assim posso fazer o que quero.","Normalmente hago las cosas solo. Así puedo hacer lo que quiero."
"strings_to_translate.php:216","Se os meus amigos tomarem as decisões, normalmente eu participo sempre","Si mis amigos deciden, suelo participar siempre."
"strings_to_translate.php:217","Quase sempre decidimos em conjunto o que fazer.","Casi siempre decidimos juntos qué hacer."
"strings_to_translate.php:218","Eu sugiro frequentemente o que devemos fazer e convenço os meus amigos.","Con frecuencia sugiero lo que debemos hacer y consigo convencer a mis amigos."
"strings_to_translate.php:219","Eu planeio na maior parte das vezes o que fazemos.","Yo planifico la mayoría del tiempo lo que vamos a hacer."
"strings_to_translate.php:223","Facebook","Facebook"
"strings_to_translate.php:224","Twitter","Twitter"
"strings_to_translate.php:225","Google +","Google +"
"strings_to_translate.php:226","Myspace","Myspace"
"strings_to_translate.php:227","Orkut","Orkut"
"strings_to_translate.php:228","MSN","MSN"
"strings_to_translate.php:229","LinkedIn","LinkedIn"
"strings_to_translate.php:230","Hi5","Hi5"
"strings_to_translate.php:231","Flickr","Flickr"
"strings_to_translate.php:232","Pinterest","Pinterest"
"strings_to_translate.php:233","Netlog","Netlog"
"strings_to_translate.php:234","Foursquare","Foursquare"
"strings_to_translate.php:235","Bebo","Bebo"
"strings_to_translate.php:236","Istagr.am","Istagr.am"
"strings_to_translate.php:240 strings_to_translate.php:241 strings_to_translate.php:242","Com que frequência usas as seguintes tecnologias?","Con qué frecuencia utilizas las siguientes tecnologías"
"strings_to_translate.php:246 strings_to_translate.php:266 strings_to_translate.php:286 strings_to_translate.php:306 strings_to_translate.php:326 strings_to_translate.php:346 strings_to_translate.php:366","flags",""
"strings_to_translate.php:247 strings_to_translate.php:267 strings_to_translate.php:287 strings_to_translate.php:307 strings_to_translate.php:327 strings_to_translate.php:347 strings_to_translate.php:367","Condições de utilização","Términos y condiciones de uso del sitio web"
"strings_to_translate.php:248 strings_to_translate.php:268 strings_to_translate.php:288 strings_to_translate.php:308 strings_to_translate.php:328 strings_to_translate.php:348 strings_to_translate.php:368","Entrada","Entrada"
"strings_to_translate.php:249 strings_to_translate.php:269 strings_to_translate.php:289 strings_to_translate.php:309 strings_to_translate.php:329 strings_to_translate.php:349 strings_to_translate.php:369","Wom no Mundo","WOM en el mundo"
"strings_to_translate.php:250 strings_to_translate.php:270 strings_to_translate.php:290 strings_to_translate.php:310 strings_to_translate.php:330 strings_to_translate.php:350 strings_to_translate.php:370","Para empresas","Para empresas"
"strings_to_translate.php:251 strings_to_translate.php:271 strings_to_translate.php:291 strings_to_translate.php:311 strings_to_translate.php:331 strings_to_translate.php:351 strings_to_translate.php:371","Para embaixadores","Para embajadores"
"strings_to_translate.php:252 strings_to_translate.php:272 strings_to_translate.php:292 strings_to_translate.php:312 strings_to_translate.php:332 strings_to_translate.php:352 strings_to_translate.php:372","Contacta-nos","Contacta con nosotros"
"strings_to_translate.php:253 strings_to_translate.php:273 strings_to_translate.php:293 strings_to_translate.php:313 strings_to_translate.php:333 strings_to_translate.php:353 strings_to_translate.php:373","Política de privacidade","Política de privacidad"
"strings_to_translate.php:254 strings_to_translate.php:274 strings_to_translate.php:294 strings_to_translate.php:314 strings_to_translate.php:334 strings_to_translate.php:354 strings_to_translate.php:374","Registo","Registro"
"strings_to_translate.php:255 strings_to_translate.php:275 strings_to_translate.php:295 strings_to_translate.php:315 strings_to_translate.php:335 strings_to_translate.php:355 strings_to_translate.php:375","Recuperar Pass","Recuperar contraseña"
"strings_to_translate.php:256 strings_to_translate.php:276 strings_to_translate.php:296 strings_to_translate.php:316 strings_to_translate.php:336 strings_to_translate.php:356 strings_to_translate.php:376","Questionários","Cuestionarios"
"strings_to_translate.php:257 strings_to_translate.php:277 strings_to_translate.php:297 strings_to_translate.php:317 strings_to_translate.php:337 strings_to_translate.php:357 strings_to_translate.php:377","Questionario Mostra",""
"strings_to_translate.php:258 strings_to_translate.php:278 strings_to_translate.php:298 strings_to_translate.php:318 strings_to_translate.php:338 strings_to_translate.php:358 strings_to_translate.php:378","O meu perfil","Mi perfil"
"strings_to_translate.php:259 strings_to_translate.php:279 strings_to_translate.php:299 strings_to_translate.php:319 strings_to_translate.php:339 strings_to_translate.php:359 strings_to_translate.php:379","Confirmação","Confirmación"
"strings_to_translate.php:260 strings_to_translate.php:280 strings_to_translate.php:300 strings_to_translate.php:320 strings_to_translate.php:340 strings_to_translate.php:360 strings_to_translate.php:380","Campanhas","Campañas"
"strings_to_translate.php:261 strings_to_translate.php:281 strings_to_translate.php:301 strings_to_translate.php:321 strings_to_translate.php:341 strings_to_translate.php:361 strings_to_translate.php:381","Informação","Información"
"strings_to_translate.php:262 strings_to_translate.php:282 strings_to_translate.php:302 strings_to_translate.php:322 strings_to_translate.php:342 strings_to_translate.php:362 strings_to_translate.php:382","site_entrance","página inicial"
"strings_to_translate.php:263 strings_to_translate.php:283 strings_to_translate.php:303 strings_to_translate.php:323 strings_to_translate.php:343 strings_to_translate.php:363 strings_to_translate.php:383","Nova Password","Nueva contraseña"
"strings_to_translate.php:264 strings_to_translate.php:284 strings_to_translate.php:304 strings_to_translate.php:324 strings_to_translate.php:344 strings_to_translate.php:364 strings_to_translate.php:384","Confirmação Password","Confirmar contraseña"
"strings_to_translate.php:265 strings_to_translate.php:285 strings_to_translate.php:305 strings_to_translate.php:325 strings_to_translate.php:345 strings_to_translate.php:365 strings_to_translate.php:385","fake_page","página falsa"
"strings_to_translate.php:389","Feminino","Mujer"
"strings_to_translate.php:390","Masculino","Hombre"
"strings_to_translate.php:394","Solteiro","Soltero"
"strings_to_translate.php:395","Casado","Casado"
"strings_to_translate.php:396","Divorciado","Divorciado"
"strings_to_translate.php:397","Viuvo","Viudo"
"strings_to_translate.php:401","Primária","Primaria"
"strings_to_translate.php:402","Preparatória","Preparatoria"
"strings_to_translate.php:403","Secundário","Secundaria"
"strings_to_translate.php:404","Licenciatura","Licenciatura"
"strings_to_translate.php:405","Mestrado","Máster universitario"
"strings_to_translate.php:406","Doutoramento","Doctorado"
"strings_to_translate.php:410","Sim","sí"
"strings_to_translate.php:411","Não","no"
"controllers/ambassadors.controller.php:102","Bem-vindo","Bienvenido"
"controllers/ambassadors.controller.php:155 controllers/ambassadors.controller.php:201","É necessário um endereço de e-mail válido.","Se necesita una dirección de correo electrónico válida."
"controllers/ambassadors.controller.php:229","O endereço fornecido já existe.","La dirección de correo electrónico proporcionada ya existe."
"controllers/ambassadors.controller.php:268","Lamentamos mas ocorreu um erro ao efectuar o seu pré-registo. Foi-nos impossível guardá-lo.","Lamentamos lo sucedido, pero se ha producido un error al realizar la preinscripción. No se ha podido guardar la dirección correo electrónico proporcionada."
"controllers/ambassadors.controller.php:282","Lamentamos mas ocorreu um erro ao efectuar o pré-registo. Foi-nos impossível guardar o endereço de mail fornecido.","Lamentamos lo sucedido, pero se ha producido un error al realizar la preinscripción. No se ha podido guardar la dirección correo electrónico proporcionada."
"controllers/ambassadors.controller.php:321","Lamentamos mas ocorreu um erro ao enviar o mail para o endereço fornecido.","Lamentamos lo sucedido, pero se ha producido un error al enviar el correo a la dirección proporcionada."
"controllers/ambassadors.controller.php:333","<p>5 - Parabéns. O teu registo foi efectuado.</p>
						<p class=""texto5"">Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!</p>",""
"controllers/ambassadors.controller.php:344","Lamentamos imenso mas uma situação imprevista inviabilizou a acção de pre-registo.","Lamentamos lo sucedido, pero una situación imprevista ha hecho imposible realizar la preinscripción."
"controllers/ambassadors.controller.php:367 controllers/ambassadors.controller.php:377","Ups! Algo correu mal!","¡Vaya... algo salió mal!"
"controllers/ambassadors.controller.php:451","Não foi possível confirmar o registo.","No se ha podido confirmar la inscripción."
"controllers/ambassadors.controller.php:460","O registo já se encontra confirmado.","La inscripción ya está confirmada."
"controllers/ambassadors.controller.php:509","<p>Parabéns.</p>O teu registo foi um sucesso. Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!",""
"controllers/ambassadors.controller.php:512","Ocorreu um erro ao efectuar o teu registo.","Ha ocurrido un error al realizar tu registro."
"controllers/content.controller.php:386","Community","comunidad"
"controllers/content.controller.php:424","Sobre nós","¿Quiénes somos?"
"controllers/content.controller.php:455 controllers/content.controller.php:482 controllers/content.controller.php:522","Suporte","Soporte"
"controllers/content.controller.php:542","Junta-te a nós","Únete a nosotros"
"controllers/dashboard.controller.php:19","Dados Demográficos","Información Demográfica "
"controllers/dashboard.controller.php:22","Género","Género"
"controllers/dashboard.controller.php:25","Idade","Edad"
"controllers/dashboard.controller.php:29","Escolaridade","Nacionalidad"
"controllers/default.controller.php:368","Lamentamos imenso o sucedido mas uma situação imprevista inviabilizou a satisfação do pedido com sucesso","Lamentamos lo sucedido, pero una situación imprevista ha hecho imposible la realización de la petición."
"controllers/registration.controller.beta.php:49 controllers/registration.controller.php:373","Existem erros de preenchimento que devem ser corrigidos para poder continuar.","Hay errores de datos que deben corregirse para continuar."
"controllers/registration.controller.beta.php:54 controllers/registration.controller.php:378","A introdução do nome é obrigatória.","La introducción del nombre es obligatoria."
"controllers/registration.controller.beta.php:60 controllers/registration.controller.php:384","A introdução do apelido é obrigatória.","La introducción de los apellidos es obligatoria."
"controllers/registration.controller.beta.php:66 controllers/registration.controller.php:390 controllers/registration.controller.php:466 controllers/registration.controller.php:501 controllers/registration.controller.php:536 controllers/registration.controller.php:557 controllers/registration.controller.php:564 controllers/registration.controller.php:620 controllers/registration.controller.php:626 controllers/registration.controller.php:660","Tem de introduzir um email válido.","Debes introducir una dirección de correo electrónico válida."
"controllers/registration.controller.beta.php:72 controllers/registration.controller.php:396","A password tem de ter no mínimo 6 caracteres","La contraseña debe tener al menos 6 caracteres."
"controllers/registration.controller.beta.php:78 controllers/registration.controller.php:402","A password não pode ser ""olamaria""",""
"controllers/registration.controller.beta.php:84 controllers/registration.controller.php:408","Erro na confirmação de email.","Error en la confirmación del correo electrónico."
"controllers/registration.controller.beta.php:85 controllers/registration.controller.php:409","Este email está incorreto.","Este correo electrónico es incorrecto."
"controllers/registration.controller.beta.php:90 controllers/registration.controller.php:414","Erro na confirmação da password.","Error en la confirmación de la contraseña."
"controllers/registration.controller.beta.php:96 controllers/registration.controller.php:420","Necessita aceitar os termos","Necesitas aceptar los términos."
"controllers/registration.controller.beta.php:106 controllers/registration.controller.php:430","Este email já existe no sistema.","Esta dirección de correo electrónico ya existe en el sistema."
"controllers/registration.controller.beta.php:119 controllers/registration.controller.php:443","Código errado.","Código incorrecto."
"controllers/registration.controller.beta.php:230","Erro ao forçar autenticação.",""
"controllers/registration.controller.beta.php:564","Ocorreu um erro ao guardar o seu registo","Ha ocurrido un error al realizar tu registro."
"controllers/registration.controller.beta.php:780 controllers/registration.controller.php:864 controllers/registration.controller.php:894","Olá","Hola"
"controllers/registration.controller.beta.php:781 controllers/registration.controller.php:865 controllers/registration.controller.php:895","Estás apenas a um passo de completar o processo de registo.","Falta sólo un paso para completar el proceso de registro."
"controllers/registration.controller.beta.php:782 controllers/registration.controller.php:866 controllers/registration.controller.php:896","Para terminar clica no link seguinte para confirmares a criação da tua conta:","Para terminar, haz clic en el siguiente enlace para confirmar la creación de tu cuenta: "
"controllers/registration.controller.beta.php:783 controllers/registration.controller.php:867 controllers/registration.controller.php:897","Link de activação","Enlace de activación"
"controllers/registration.controller.beta.php:784 controllers/registration.controller.php:868 controllers/registration.controller.php:898","Aproveita e activa este e-mail como &ldquo;Safe/Not junk&rdquo; para que possas continuar a receber e-mails nossos e a participar nas campanhas e estudos que temos para ti.","Aprovecha y activa este correo electrónico como ""Seguro / No spam"" para que puedas seguir recibiendo correos electrónicos nuestros y participar en las campañas y sondeos de opinión que tenemos para ti."
"controllers/registration.controller.beta.php:785 controllers/registration.controller.php:869 controllers/registration.controller.php:899","Obrigado","Gracias"
"controllers/registration.controller.beta.php:886 controllers/registration.controller.php:915","Obrigado pelo tempo que dispensaste para aderir à comunidade %s.","Gracias por el tiempo que has empleado para unirte a la comunidad  %s."
"controllers/registration.controller.beta.php:888 controllers/registration.controller.php:917","Obrigado pelo tempo que dispensaste para aderir à comunidade.","Gracias por el tiempo que has empleado para unirte a la comunidad."
"controllers/registration.controller.php:57","TODO",""
"controllers/registration.controller.php:113 controllers/registration.controller.php:125 controllers/registration.controller.php:177 controllers/registration.controller.php:192 controllers/registration.controller.php:327","Parabéns","¡Enhorabuena! "
"controllers/registration.controller.php:114 controllers/registration.controller.php:126 controllers/registration.controller.php:329","Registo bem sucedido","Preinscripción correcta."
"controllers/registration.controller.php:178 controllers/registration.controller.php:193","Pré-registo bem sucedido","Preinscripción correcta."
"controllers/registration.controller.php:330","Verifica o teu email e clica no link enviado.","Comprueba ahora tu correo electrónico y haz clic en el enlace que te enviamos."
"controllers/registration.controller.php:645","Invalide code",""
"controllers/registration.controller.php:649","Invalid ambassadorTO",""
"controllers/survey.controller.php:158","Achas que és um principiante","Un principiante"
"controllers/survey.controller.php:159","Um bom conselheiro","Un buen consejero"
"controllers/survey.controller.php:160","Um ótimo conselheiro","Un gran consejero"
"controllers/survey.controller.php:161","Um especialista","Un especialista"
"controllers/survey.controller.php:165","Diariamente","Diariamente"
"controllers/survey.controller.php:166","3 Vezes por semana","3 veces a la semana"
"controllers/survey.controller.php:167","2 Vezes por semana","2 veces a la semana"
"controllers/survey.controller.php:168","1 Vez por semana","1 vez a la semana"
"controllers/survey.controller.php:169","2 Vezes por mês","2 veces al mes"
"controllers/survey.controller.php:170","1 Vez por mês","1 vez al mes"
"controllers/survey.controller.php:171","4 Vezes por ano","4 veces al año"
"controllers/survey.controller.php:172","2 Vezes por ano","2 veces al año"
"controllers/survey.controller.php:173","1 Vez por ano","1 vez al año"
"controllers/survey.controller.php:174","Não pratico","No practico"
"controllers/tellafriend.controller.php:73","Por favor insere o email com que te registaste na nossa comunidade.","Escribe el correo electrónico con el que te inscribiste en nuestra comunidad."
"controllers/tellafriend.controller.php:74","Ao fazê-lo poderás ganhar pontos para a tua conta, por cada amigo teu que se registe.","De esta manera puedes ganar puntos en tu cuenta por cada amigo que se inscriba."
"controllers/tellafriend.controller.php:75","Quanto mais pontos tiveres mais probabilidades tens de ser seleccionado para as campanhas que realmente te interessam.","Cuantos más puntos tengas, más oportunidades tienes de ser seleccionado para las campañas que realmente te interesan."
"controllers/tellafriend.controller.php:76","Atenção: para ganhares os pontos terás que ter a tua conta registada.","Atención: para ganar puntos tienes que tener tu cuenta registrada."
"controllers/tellafriend.controller.php:121","Configura a tua mensagem","Configura tu mensaje:"
"controllers/tellafriend.controller.php:129","Tens de preencher pelo menos um endereço de email.","Debes rellenar por lo menos una dirección de correo electrónico."
"controllers/tellafriend.controller.php:178","Foi enviado um email para %s","Se ha enviado un correo electrónico a %s"
"controllers/tellafriend.controller.php:251","Junta-te já","Únete ahora"
"controllers/tellafriend.controller.php:253 controllers/tellafriend.controller.php:264","Olá,","Hola,"
"controllers/tellafriend.controller.php:254 controllers/tellafriend.controller.php:265","Vê já este site que te vai interessar.","Echa un vistazo a este sitio, que te va a interesar."
"controllers/tellafriend.controller.php:255 controllers/tellafriend.controller.php:266","É uma comunidade onde podes experimentar produtos e serviços das tuas marcas preferidas gratuitamente.","Te permite probar los productos y servicios de tus marcas preferidas de forma gratuita."
"controllers/tellafriend.controller.php:256 controllers/tellafriend.controller.php:267","Eu já sou membro.","Yo ya soy miembro."
"controllers/tellafriend.controller.php:258 controllers/tellafriend.controller.php:269","Regista-te usando este link - %s - e ambos ganharemos pontos para a nossa conta.","Inscríbete usando este enlace - %s - y ambos ganaremos puntos en nuestra cuenta"
